date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2026-07-09,France,Morocco,,,FIFA World Cup,TBD,TBD,True
2026-07-10,Spain,Belgium,,,FIFA World Cup,TBD,TBD,True
2026-07-11,Norway,England,,,FIFA World Cup,TBD,TBD,True
2026-07-11,Argentina,Switzerland,,,FIFA World Cup,TBD,TBD,True
